transaction_id,customer_id,amount,country,channel,timestamp,is_fraud
e8251877-86f,C01695,6.88,RU,mobile,2025-10-25 23:09:37.518492,0
a74c8c3a-2c4,C00523,35.62,CN,web,2025-10-27 04:25:41.518492,0
83c913ce-d7c,C01151,67.06,ZA,mobile,2025-10-28 19:52:15.518492,0
cbf9662a-39b,C01537,7.37,IN,pos,2025-10-28 17:25:22.518492,0
62d56b68-142,C01345,10.99,RU,web,2025-10-24 23:20:15.518492,0
8b680c09-2d9,C00571,11.25,MX,web,2025-10-25 07:36:20.518492,0
519d7309-fcc,C01274,15.23,MX,pos,2025-10-29 13:24:19.518492,0
1189ce41-21a,C01421,25.76,FR,web,2025-10-28 13:26:42.518492,0
07d3ee98-266,C00719,3.91,BR,web,2025-10-25 18:07:12.518492,0
2b37f744-e38,C01297,24.29,BR,web,2025-10-25 12:42:28.518492,0
b07f3886-143,C00323,21.84,CN,mobile,2025-10-29 04:30:20.518492,0
50aa8980-68e,C01546,82.68,MX,web,2025-10-29 00:56:07.518492,0
b61d91bf-6ad,C01244,5.53,RU,mobile,2025-10-28 17:59:56.518492,0
e7eb6bf3-94a,C00228,7.38,FR,pos,2025-10-26 07:37:41.518492,0
ec138910-4cd,C00452,28.16,IN,pos,2025-10-28 18:39:25.518492,0
4ca6c063-8b4,C00672,11.31,US,web,2025-10-24 23:49:24.518492,0
94564058-6a3,C01442,33.59,DE,pos,2025-10-27 16:16:56.518492,0
14d0541c-032,C00856,27.24,FR,web,2025-10-28 01:12:55.518492,0
1d7ba8f5-50e,C01266,5.95,RU,pos,2025-10-27 02:49:56.518492,0
f78999c6-163,C00811,6.88,FR,pos,2025-10-26 20:32:38.518492,0
6c7c6288-2be,C01297,2.31,US,pos,2025-10-26 17:17:25.518492,0
0c2e1123-670,C01963,1.92,GB,web,2025-10-27 18:06:44.518492,0
7adaec61-209,C01557,9.43,US,web,2025-10-25 06:49:02.518492,0
8fc01f83-3a2,C01187,30.25,RU,pos,2025-10-29 08:23:57.518492,0
ed96233f-25e,C01294,11.44,FR,mobile,2025-10-28 02:03:19.518492,0
86f0149b-9c0,C00926,4.28,BR,web,2025-10-28 05:58:37.518492,0
2804b0b0-2d2,C01136,29.97,BR,mobile,2025-10-26 21:32:47.518492,0
976c5da2-a00,C01027,23.37,GB,web,2025-10-29 13:46:59.518492,0
4f9d8f57-f66,C00354,7.84,BR,web,2025-10-27 09:27:26.518492,0
35e87253-acc,C00326,16.6,CN,mobile,2025-10-28 22:54:00.518492,0
b64f1ac1-7bd,C00108,8.53,CN,web,2025-10-26 09:02:40.518492,0
b45e7dcb-d9f,C01857,5.26,MX,web,2025-10-26 15:51:35.518492,0
2afe1df4-74f,C01357,56.63,IN,web,2025-10-26 16:23:40.518492,0
50ee475c-c86,C01318,29.71,CN,web,2025-10-28 06:30:15.518492,0
c265bdb7-780,C01948,20.39,DE,mobile,2025-10-28 17:26:16.518492,0
77507e1f-367,C00159,19.48,FR,web,2025-10-29 07:25:29.518492,0
70e20b92-ecb,C00772,6.06,GB,web,2025-10-27 17:46:58.518492,0
896e4781-72f,C00842,37.92,CN,pos,2025-10-25 18:10:58.518492,0
00aa7841-a57,C01534,8.93,RU,web,2025-10-29 00:38:33.518492,0
73383eea-0b4,C00903,3.93,RU,mobile,2025-10-27 21:36:58.518492,0
8226faf1-ec0,C01673,13.08,DE,pos,2025-10-29 09:10:04.518492,0
6103a221-db5,C01457,19.05,ZA,web,2025-10-25 12:00:03.518492,0
92108c62-194,C00188,16.8,DE,mobile,2025-10-26 09:21:38.518492,0
85cc38b9-9ce,C00766,70.96,DE,mobile,2025-10-26 18:45:26.518492,0
d4be08e0-603,C01719,16.11,CN,web,2025-10-25 03:43:47.518492,0
75bc5258-062,C00961,15.18,RU,pos,2025-10-25 11:53:04.518492,0
84d8e3fe-ab6,C01247,11.32,ZA,mobile,2025-10-24 16:36:36.518492,0
a121298c-46f,C00489,37.39,IN,pos,2025-10-25 08:02:16.518492,0
cc3f1a63-996,C01024,25.15,MX,pos,2025-10-29 11:27:54.518492,0
04d4aee5-4c4,C00597,34.22,IN,web,2025-10-24 18:14:19.518492,0
a6572eef-47e,C01369,11.15,US,pos,2025-10-28 09:23:00.518492,0
e2bb48a1-41e,C01040,4.2,ZA,web,2025-10-26 20:21:43.518492,0
83164c60-33e,C00732,14.74,US,mobile,2025-10-27 00:42:33.518492,0
6f238ac8-1b7,C01506,58.85,CN,web,2025-10-26 02:57:42.518492,0
a37c46b8-298,C01701,13.69,RU,pos,2025-10-24 22:18:07.518492,0
0de94b2c-c24,C01590,66.61,RU,web,2025-10-27 13:32:11.518492,0
9f4ec25c-661,C00647,1.73,FR,pos,2025-10-26 10:34:51.518492,0
dd92e988-153,C00732,3.61,BR,pos,2025-10-27 01:50:27.518492,0
393d26ae-6b8,C00820,2.89,RU,mobile,2025-10-26 16:11:07.518492,0
031c4592-93c,C01893,100.8,ZA,mobile,2025-10-26 17:13:15.518492,0
5fddfe0d-979,C01685,5.79,GB,pos,2025-10-29 12:31:15.518492,0
a8e788ee-018,C00628,14.39,RU,pos,2025-10-26 10:37:41.518492,0
f5cbcee7-334,C00087,13.35,CN,pos,2025-10-29 00:21:45.518492,0
863d554e-412,C01392,29.09,GB,web,2025-10-27 07:11:17.518492,0
2bb6a679-e16,C00259,128.78,US,web,2025-10-25 12:38:20.518492,0
c889957c-d44,C00067,29.68,MX,web,2025-10-29 09:13:29.518492,0
62d33308-00d,C00158,17.52,MX,web,2025-10-28 18:44:27.518492,0
ade928e7-ff0,C01968,14.4,US,web,2025-10-27 20:57:12.518492,0
7b499a70-963,C00242,6.57,FR,mobile,2025-10-29 02:59:08.518492,0
71e5bf8b-1b5,C00926,19.74,GB,pos,2025-10-28 22:22:41.518492,0
ee40564e-f19,C00595,54.13,FR,web,2025-10-27 08:40:09.518492,0
22a2aed5-c1c,C00741,66.64,ZA,web,2025-10-28 23:30:35.518492,0
680f48c8-33c,C01173,8.23,CN,mobile,2025-10-25 09:31:11.518492,0
336a36c0-048,C00842,10.84,IN,pos,2025-10-29 12:53:13.518492,0
d2d7acf2-307,C00955,7.84,ZA,mobile,2025-10-25 02:35:09.518492,0
980919e8-fbf,C00887,26.93,ZA,web,2025-10-25 10:32:07.518492,0
466dd2ac-32e,C01915,21.0,DE,mobile,2025-10-25 09:55:39.518492,0
5b75b97b-672,C00257,6.22,FR,pos,2025-10-27 19:24:54.518492,0
4201f283-447,C01190,2.88,GB,web,2025-10-27 21:32:19.518492,0
e9168857-f95,C01893,177.52,MX,web,2025-10-28 15:46:48.518492,0
b51fdcd7-74d,C01172,37.8,IN,pos,2025-10-24 19:58:38.518492,0
92bb6984-35b,C00502,24.99,IN,mobile,2025-10-28 12:54:18.518492,0
199863ee-39c,C01243,16.43,GB,mobile,2025-10-27 09:53:50.518492,0
25429a40-f5e,C01055,12.92,ZA,web,2025-10-29 00:27:52.518492,0
836fe6ff-0a1,C00289,12.12,US,web,2025-10-26 14:19:11.518492,0
02d42f1f-fc1,C00957,10.67,RU,mobile,2025-10-26 10:06:37.518492,0
893477bb-2d0,C00723,26.59,BR,web,2025-10-27 16:16:48.518492,0
ae5691c4-80a,C00964,18.64,FR,pos,2025-10-26 08:49:14.518492,0
4460cca5-037,C01490,57.2,CN,mobile,2025-10-24 17:02:10.518492,0
9426f784-e25,C00792,23.72,ZA,mobile,2025-10-26 21:08:19.518492,0
1ac75439-389,C01252,32.77,US,web,2025-10-29 07:10:10.518492,0
6de08440-606,C01923,8.27,CN,web,2025-10-25 05:55:31.518492,0
a2967667-106,C00080,26.94,GB,pos,2025-10-25 20:50:06.518492,0
63040992-752,C01830,59.43,ZA,web,2025-10-26 16:20:52.518492,0
1a5f4d75-209,C01263,59.5,FR,pos,2025-10-26 15:36:31.518492,0
52718d03-783,C01153,20.61,FR,mobile,2025-10-26 16:49:59.518492,0
fb0fb578-8ce,C00854,5.81,MX,mobile,2025-10-29 14:38:50.518492,0
7f6e425f-019,C01343,34.82,MX,pos,2025-10-29 11:52:51.518492,0
1dc2a06e-706,C01289,50.0,MX,mobile,2025-10-26 00:59:01.518492,0
9890b095-3c2,C01435,41.6,US,web,2025-10-25 13:22:00.518492,0
c5ea9f81-a72,C00418,16.88,IN,pos,2025-10-24 18:36:11.518492,0
bee39aed-1ef,C01490,28.84,BR,pos,2025-10-29 08:42:31.518492,0
5d3c26ef-0cf,C00980,21.61,ZA,mobile,2025-10-25 11:57:17.518492,0
44f13e53-abb,C01119,85.62,CN,pos,2025-10-26 13:32:19.518492,0
15156af3-1f2,C00542,144.84,MX,mobile,2025-10-29 08:16:27.518492,0
4d7b272b-2d2,C01929,59.63,FR,mobile,2025-10-25 19:50:44.518492,0
879d600e-6b2,C00715,3.66,ZA,pos,2025-10-28 22:30:14.518492,0
3f0e5c60-724,C01835,8.55,IN,mobile,2025-10-26 07:40:13.518492,0
9fc027f2-028,C01463,41.95,US,mobile,2025-10-29 08:25:51.518492,0
6d78d9d4-d8e,C01696,57.92,ZA,mobile,2025-10-27 08:16:15.518492,0
483bde5f-887,C01202,29.67,DE,web,2025-10-28 01:41:42.518492,0
d3a007cc-35d,C00108,37.39,US,mobile,2025-10-24 23:14:18.518492,0
d4ebac3d-956,C00011,30.4,ZA,web,2025-10-26 15:56:51.518492,0
a87e27df-302,C01333,180.84,DE,mobile,2025-10-27 03:06:19.518492,0
84f16eb1-53c,C01336,13.58,MX,web,2025-10-26 14:37:07.518492,0
3d43c324-47f,C01888,309.79,GB,mobile,2025-10-27 21:46:56.518492,0
275331eb-4c3,C00593,2.35,BR,web,2025-10-25 17:26:46.518492,0
081ecd89-fee,C00583,22.89,RU,pos,2025-10-26 11:18:06.518492,0
cb48d4c9-135,C01033,29.27,RU,mobile,2025-10-27 22:58:08.518492,0
31d330ae-f4f,C01328,44.32,FR,pos,2025-10-25 19:55:31.518492,0
f2e5181a-622,C01382,5.71,DE,web,2025-10-25 18:57:44.518492,0
044f314a-42a,C01371,63.9,US,web,2025-10-28 08:49:19.518492,0
326f62bd-abf,C00786,10.99,DE,mobile,2025-10-25 12:19:24.518492,1
3774d233-1d0,C01174,11.06,BR,mobile,2025-10-29 05:37:08.518492,0
98dea413-2f4,C00954,14.65,FR,web,2025-10-28 15:02:41.518492,0
a84ae1eb-d89,C00753,49.58,MX,web,2025-10-27 02:53:18.518492,0
e9f2704c-90d,C01241,90.34,CN,mobile,2025-10-25 23:45:29.518492,0
892290c5-460,C01361,23.56,DE,web,2025-10-28 22:04:22.518492,0
2484c4a7-b8a,C00160,5.49,MX,web,2025-10-28 18:55:38.518492,0
4020e1dd-d65,C01750,6.67,ZA,mobile,2025-10-25 00:50:22.518492,0
3f8eac93-b5c,C01841,59.9,ZA,mobile,2025-10-25 08:46:26.518492,0
2055a584-e68,C01378,14.4,FR,pos,2025-10-29 13:37:10.518492,0
ef20389a-b93,C01185,7.59,US,web,2025-10-24 19:00:56.518492,0
6064d334-86d,C01915,15.11,US,mobile,2025-10-27 05:33:02.518492,0
31fb505f-705,C01314,12.87,IN,mobile,2025-10-24 20:28:01.518492,0
ad72d2c9-977,C00165,6.92,ZA,web,2025-10-26 23:32:52.518492,0
85bbb988-0d7,C00805,40.5,ZA,web,2025-10-28 15:01:23.518492,0
74aa8364-eb0,C00777,16.02,DE,web,2025-10-29 01:50:50.518492,0
b2562947-4c9,C01485,13.95,US,web,2025-10-27 10:55:43.518492,0
bd9f4958-055,C01821,41.0,BR,web,2025-10-29 13:44:02.518492,0
5434be68-257,C01377,3.23,BR,web,2025-10-25 21:51:29.518492,0
e0131b0e-a59,C01545,4.98,BR,web,2025-10-29 03:41:39.518492,0
0a5b7535-50a,C01583,108.33,CN,web,2025-10-27 17:13:49.518492,0
071b3f6c-fe1,C01141,21.37,MX,pos,2025-10-26 11:47:34.518492,0
5f295269-f7d,C01992,29.29,CN,pos,2025-10-25 17:21:03.518492,0
fd14819f-ab8,C00837,13.08,GB,mobile,2025-10-28 17:36:59.518492,0
d34d45f2-1c7,C00462,6.21,FR,pos,2025-10-26 22:40:16.518492,0
7bdb9d5a-882,C00275,556.87,IN,web,2025-10-25 12:52:04.518492,0
7f1c3f6a-0fc,C01735,4.76,CN,web,2025-10-26 04:58:54.518492,0
d2a19ab0-f6d,C01380,32.33,MX,pos,2025-10-27 21:51:10.518492,0
6f51777e-e9e,C01484,44.23,ZA,web,2025-10-24 21:36:17.518492,0
e6186de3-f51,C01530,10.91,RU,web,2025-10-27 13:39:43.518492,0
16309548-d75,C01131,25.16,CN,mobile,2025-10-28 21:09:11.518492,0
c77ed4a5-bd8,C00737,17.03,ZA,mobile,2025-10-26 23:16:59.518492,0
3650662b-ca5,C00760,14.49,CN,mobile,2025-10-27 11:42:43.518492,0
67226a64-c96,C00535,23.05,ZA,pos,2025-10-24 22:30:11.518492,0
e1f63200-61c,C00472,34.31,IN,pos,2025-10-28 04:11:20.518492,0
cc20b470-d37,C00528,20.02,RU,pos,2025-10-26 03:37:56.518492,0
ee0371f8-fc3,C00722,43.05,GB,web,2025-10-28 13:17:55.518492,0
3d6e3676-f60,C01315,22.15,BR,pos,2025-10-29 00:44:54.518492,0
3c12c659-973,C00448,25.55,ZA,mobile,2025-10-24 20:46:16.518492,0
2ba7fd74-492,C01480,22.06,FR,pos,2025-10-26 22:11:47.518492,0
9aa881e9-bdc,C00220,93.72,US,pos,2025-10-26 09:35:50.518492,0
93cc62c2-e35,C00726,6.24,FR,mobile,2025-10-25 13:31:48.518492,0
